timestamp,memory_used_mib,utilization_gpu_pct,power_draw_w,temperature_c
2026/07/30 14:34:53.633, 24271, 66, 162.55, 41
2026/07/30 14:34:55.633, 24271, 65, 158.57, 42
2026/07/30 14:34:57.634, 24271, 65, 159.46, 42
2026/07/30 14:34:59.634, 24271, 65, 161.77, 42
2026/07/30 14:35:01.634, 24271, 65, 163.32, 42
2026/07/30 14:35:03.634, 24271, 70, 165.48, 42
2026/07/30 14:35:05.635, 24271, 70, 166.08, 42
2026/07/30 14:35:07.635, 24271, 70, 165.48, 43
2026/07/30 14:35:09.635, 24271, 68, 163.32, 43
2026/07/30 14:35:11.635, 24271, 63, 160.28, 43
2026/07/30 14:35:13.636, 24271, 62, 155.81, 43
2026/07/30 14:35:15.636, 24271, 63, 157.30, 43
2026/07/30 14:35:17.636, 24271, 63, 158.24, 43
2026/07/30 14:35:19.636, 24271, 64, 160.89, 43
2026/07/30 14:35:21.637, 24271, 64, 175.98, 43
2026/07/30 14:35:23.637, 24271, 64, 162.55, 43
2026/07/30 14:35:25.637, 24271, 63, 162.71, 43
2026/07/30 14:35:27.637, 24271, 64, 178.04, 42
2026/07/30 14:35:29.638, 24271, 64, 164.70, 41
2026/07/30 14:35:31.638, 24271, 64, 158.25, 41
2026/07/30 14:35:33.638, 24271, 63, 153.47, 40
2026/07/30 14:35:35.638, 24271, 64, 159.46, 40
2026/07/30 14:35:37.639, 24271, 64, 163.43, 39
2026/07/30 14:35:39.639, 24271, 64, 171.13, 39
2026/07/30 14:35:41.639, 24271, 64, 161.00, 38
2026/07/30 14:35:43.639, 24271, 65, 174.50, 38
2026/07/30 14:35:45.640, 24271, 65, 164.70, 38
2026/07/30 14:35:47.640, 24271, 69, 161.28, 38
2026/07/30 14:35:49.640, 24271, 69, 157.92, 37
2026/07/30 14:35:51.640, 24271, 62, 154.23, 37
2026/07/30 14:35:53.641, 24271, 63, 153.01, 37
2026/07/30 14:35:55.641, 24271, 63, 155.49, 37
2026/07/30 14:35:57.641, 24271, 63, 156.26, 36
2026/07/30 14:35:59.641, 24271, 64, 158.08, 36
2026/07/30 14:36:01.642, 24271, 63, 155.93, 36
2026/07/30 14:36:03.642, 24271, 63, 160.39, 36
2026/07/30 14:36:05.642, 24271, 64, 159.79, 36
2026/07/30 14:36:07.642, 24271, 64, 156.54, 36
2026/07/30 14:36:09.643, 24271, 64, 154.38, 36
2026/07/30 14:36:11.643, 24271, 63, 156.26, 36
2026/07/30 14:36:13.643, 24271, 63, 156.70, 36
2026/07/30 14:36:15.643, 24271, 64, 159.79, 36
2026/07/30 14:36:17.644, 24271, 64, 160.28, 36
2026/07/30 14:36:19.644, 24271, 64, 160.28, 36
2026/07/30 14:36:21.644, 24271, 64, 163.32, 36
2026/07/30 14:36:23.644, 24271, 64, 161.17, 37
2026/07/30 14:36:25.645, 24271, 65, 160.12, 37
2026/07/30 14:36:27.645, 24271, 65, 154.27, 37
2026/07/30 14:36:29.645, 24271, 63, 152.11, 37
2026/07/30 14:36:31.645, 24271, 63, 155.31, 37
2026/07/30 14:36:33.646, 24271, 63, 156.57, 37
2026/07/30 14:36:35.646, 24271, 63, 156.86, 38
2026/07/30 14:36:37.646, 24271, 63, 157.46, 38
2026/07/30 14:36:39.647, 24271, 63, 163.65, 38
2026/07/30 14:36:41.647, 24271, 63, 159.95, 39
2026/07/30 14:36:43.647, 24271, 63, 171.77, 39
2026/07/30 14:36:45.647, 24271, 63, 153.94, 39
2026/07/30 14:36:47.648, 24271, 63, 155.64, 39
2026/07/30 14:36:49.648, 24271, 64, 157.79, 39
2026/07/30 14:36:51.648, 24271, 64, 160.28, 40
2026/07/30 14:36:53.648, 24271, 64, 166.08, 40
2026/07/30 14:36:55.649, 24271, 64, 164.26, 40
2026/07/30 14:36:57.649, 24271, 64, 163.32, 40
2026/07/30 14:36:59.649, 24271, 65, 163.32, 41
2026/07/30 14:37:01.649, 24271, 65, 163.32, 41
2026/07/30 14:37:03.650, 24271, 65, 157.97, 41
2026/07/30 14:37:05.650, 24271, 69, 159.79, 41
2026/07/30 14:37:07.650, 24271, 63, 157.19, 41
2026/07/30 14:37:09.650, 24271, 63, 158.40, 41
2026/07/30 14:37:11.651, 24271, 63, 160.89, 41
2026/07/30 14:37:13.651, 24271, 63, 159.62, 42
2026/07/30 14:37:15.651, 24271, 63, 159.34, 42
2026/07/30 14:37:17.651, 24271, 58, 166.69, 41
2026/07/30 14:37:19.652, 24271, 58, 160.28, 41
2026/07/30 14:37:21.652, 24271, 63, 148.08, 42
2026/07/30 14:37:23.652, 24271, 63, 162.88, 42
2026/07/30 14:37:25.652, 24271, 64, 158.41, 42
2026/07/30 14:37:27.653, 24271, 63, 157.47, 42
2026/07/30 14:37:29.653, 24271, 63, 160.84, 41
2026/07/30 14:37:31.653, 24271, 64, 160.23, 40
2026/07/30 14:37:33.653, 24271, 64, 165.14, 40
2026/07/30 14:37:35.654, 24271, 64, 162.21, 39
2026/07/30 14:37:37.654, 24271, 64, 158.25, 39
2026/07/30 14:37:39.654, 24271, 64, 156.98, 38
2026/07/30 14:37:41.654, 24271, 64, 156.71, 38
2026/07/30 14:37:43.655, 24271, 62, 157.31, 38
2026/07/30 14:37:45.655, 24271, 63, 155.93, 37
2026/07/30 14:37:47.655, 24271, 62, 157.47, 37
2026/07/30 14:37:49.655, 24271, 63, 168.50, 37
2026/07/30 14:37:51.656, 24271, 63, 160.84, 37
2026/07/30 14:37:53.656, 24271, 63, 158.68, 37
2026/07/30 14:37:55.656, 24271, 64, 155.93, 36
2026/07/30 14:37:57.656, 24271, 63, 152.68, 36
2026/07/30 14:37:59.657, 24271, 63, 152.57, 36
2026/07/30 14:38:01.657, 24271, 63, 156.87, 36
2026/07/30 14:38:03.657, 24271, 64, 157.47, 36
2026/07/30 14:38:05.657, 24271, 64, 158.24, 36
2026/07/30 14:38:07.658, 24271, 64, 167.18, 36
2026/07/30 14:38:09.658, 24271, 64, 164.09, 36
2026/07/30 14:38:11.658, 24271, 64, 161.33, 36
2026/07/30 14:38:13.658, 24271, 64, 152.39, 36
2026/07/30 14:38:15.658, 24271, 65, 154.27, 36
2026/07/30 14:38:17.659, 24271, 71, 153.00, 37
2026/07/30 14:38:19.659, 24271, 63, 157.46, 36
2026/07/30 14:38:21.659, 24271, 63, 157.79, 37
2026/07/30 14:38:23.659, 24271, 63, 156.25, 37
2026/07/30 14:38:25.660, 24271, 64, 157.19, 37
2026/07/30 14:38:27.660, 24271, 62, 158.40, 37
2026/07/30 14:38:29.660, 24271, 63, 163.04, 37
2026/07/30 14:38:31.660, 24271, 64, 157.79, 37
2026/07/30 14:38:33.661, 24271, 64, 153.66, 38
2026/07/30 14:38:35.661, 24271, 63, 155.03, 38
2026/07/30 14:38:37.661, 24271, 64, 159.34, 38
2026/07/30 14:38:39.661, 24271, 64, 162.44, 39
2026/07/30 14:38:41.662, 24271, 64, 159.62, 39
2026/07/30 14:38:43.662, 24271, 64, 162.10, 39
2026/07/30 14:38:45.662, 24271, 65, 169.78, 39
2026/07/30 14:38:47.662, 24271, 62, 161.17, 40
2026/07/30 14:38:49.663, 24271, 62, 166.25, 40
2026/07/30 14:38:51.663, 24271, 61, 156.09, 40
2026/07/30 14:38:53.663, 24271, 70, 155.64, 40
2026/07/30 14:38:55.663, 24271, 63, 162.71, 40
2026/07/30 14:38:57.664, 24271, 63, 159.17, 40
2026/07/30 14:38:59.664, 24271, 63, 159.50, 41
2026/07/30 14:39:01.664, 24271, 63, 160.11, 41
2026/07/30 14:39:03.664, 24271, 63, 163.65, 41
2026/07/30 14:39:05.665, 24271, 63, 163.15, 41
2026/07/30 14:39:07.665, 24271, 58, 147.48, 41
2026/07/30 14:39:09.665, 24271, 59, 135.50, 41
2026/07/30 14:39:11.665, 24271, 59, 151.94, 41
2026/07/30 14:39:13.666, 24271, 59, 155.31, 41
2026/07/30 14:39:15.666, 24271, 59, 159.01, 41
2026/07/30 14:39:17.666, 24271, 59, 160.55, 41
2026/07/30 14:39:19.666, 24271, 59, 161.17, 42
2026/07/30 14:39:21.667, 24271, 64, 163.93, 42
2026/07/30 14:39:23.667, 24271, 64, 160.39, 42
2026/07/30 14:39:25.667, 24271, 65, 157.81, 42
2026/07/30 14:39:27.667, 24271, 62, 153.34, 42
2026/07/30 14:39:29.668, 24271, 63, 159.79, 41
2026/07/30 14:39:31.668, 24271, 63, 158.25, 40
2026/07/30 14:39:33.668, 24271, 63, 157.47, 40
2026/07/30 14:39:35.668, 24271, 62, 158.68, 39
2026/07/30 14:39:37.669, 24271, 63, 159.01, 39
2026/07/30 14:39:39.669, 24271, 63, 162.54, 38
2026/07/30 14:39:41.669, 24271, 62, 156.71, 38
2026/07/30 14:39:43.669, 24271, 64, 155.17, 38
2026/07/30 14:39:45.670, 24271, 64, 153.34, 37
2026/07/30 14:39:47.670, 24271, 63, 159.29, 37
2026/07/30 14:39:49.670, 24271, 63, 157.47, 37
2026/07/30 14:39:51.670, 24271, 64, 159.95, 37
2026/07/30 14:39:53.671, 24271, 64, 158.08, 37
2026/07/30 14:39:55.671, 24271, 64, 159.95, 37
2026/07/30 14:39:57.671, 24271, 64, 159.95, 36
2026/07/30 14:39:59.671, 24271, 65, 162.38, 36
2026/07/30 14:40:01.671, 24271, 65, 154.71, 36
2026/07/30 14:40:03.672, 24271, 63, 156.54, 36
2026/07/30 14:40:05.672, 24271, 63, 155.15, 36
2026/07/30 14:40:07.672, 24271, 63, 155.48, 36
2026/07/30 14:40:09.672, 24271, 64, 159.18, 36
2026/07/30 14:40:11.673, 24271, 63, 160.12, 36
2026/07/30 14:40:13.673, 24271, 58, 158.13, 36
2026/07/30 14:40:15.673, 24271, 58, 162.10, 36
2026/07/30 14:40:17.673, 24271, 59, 149.63, 36
2026/07/30 14:40:19.674, 24271, 58, 138.60, 36
2026/07/30 14:40:21.674, 24271, 58, 139.80, 36
2026/07/30 14:40:23.674, 24271, 60, 151.94, 37
2026/07/30 14:40:25.674, 24271, 59, 157.19, 37
2026/07/30 14:40:27.675, 24271, 59, 160.89, 37
2026/07/30 14:40:29.675, 24271, 60, 161.77, 37
2026/07/30 14:40:31.675, 24271, 60, 160.28, 37
2026/07/30 14:40:33.675, 24271, 61, 164.86, 38
2026/07/30 14:40:35.676, 24271, 61, 142.10, 38
2026/07/30 14:40:37.676, 24271, 60, 135.84, 38
2026/07/30 14:40:39.676, 24271, 60, 146.74, 38
2026/07/30 14:40:41.676, 24291, 64, 157.46, 39
2026/07/30 14:40:43.677, 24291, 65, 162.44, 39
2026/07/30 14:40:45.677, 24291, 59, 159.34, 39
2026/07/30 14:40:47.677, 24291, 58, 159.62, 39
2026/07/30 14:40:49.677, 24291, 59, 161.77, 39
2026/07/30 14:40:51.678, 24291, 58, 162.71, 39
2026/07/30 14:40:53.678, 24291, 58, 148.57, 40
2026/07/30 14:40:55.678, 24291, 58, 137.38, 40
2026/07/30 14:40:57.678, 24291, 58, 142.56, 40
2026/07/30 14:40:59.679, 24291, 59, 154.70, 40
2026/07/30 14:41:01.679, 24291, 59, 159.62, 40
2026/07/30 14:41:03.679, 24291, 59, 163.65, 40
2026/07/30 14:41:05.679, 24291, 60, 161.17, 41
2026/07/30 14:41:07.679, 24291, 59, 163.32, 41
2026/07/30 14:41:09.680, 24291, 59, 167.02, 41
2026/07/30 14:41:11.680, 24291, 59, 145.66, 41
2026/07/30 14:41:13.680, 24291, 60, 138.73, 41
2026/07/30 14:41:15.680, 24291, 60, 149.05, 40
2026/07/30 14:41:17.681, 24291, 60, 157.31, 40
2026/07/30 14:41:19.681, 24291, 60, 159.46, 39
2026/07/30 14:41:21.681, 24291, 60, 163.76, 39
2026/07/30 14:41:23.681, 24291, 60, 163.43, 38
2026/07/30 14:41:25.682, 24291, 65, 165.57, 38
2026/07/30 14:41:27.682, 24291, 64, 164.36, 38
2026/07/30 14:41:29.682, 24291, 58, 148.72, 37
2026/07/30 14:41:31.683, 24291, 58, 134.62, 37
2026/07/30 14:41:33.683, 24291, 58, 136.76, 36
2026/07/30 14:41:35.683, 24291, 59, 151.20, 36
2026/07/30 14:41:37.684, 24291, 59, 154.99, 36
2026/07/30 14:41:39.684, 24291, 58, 160.84, 36
2026/07/30 14:41:41.684, 24291, 59, 156.87, 36
2026/07/30 14:41:43.685, 24291, 59, 158.08, 35
2026/07/30 14:41:45.685, 24291, 58, 161.44, 35
2026/07/30 14:41:47.685, 24291, 58, 149.48, 35
2026/07/30 14:41:49.686, 24291, 59, 136.43, 35
2026/07/30 14:41:51.686, 24291, 59, 137.24, 35
2026/07/30 14:41:53.686, 24291, 58, 147.05, 35
2026/07/30 14:41:55.687, 24291, 59, 152.72, 35
2026/07/30 14:41:57.687, 24291, 59, 161.61, 35
2026/07/30 14:41:59.687, 24291, 60, 159.79, 35
2026/07/30 14:42:01.688, 24291, 60, 159.46, 35
2026/07/30 14:42:03.688, 24291, 60, 163.15, 35
2026/07/30 14:42:05.688, 24291, 60, 148.75, 35
2026/07/30 14:42:07.689, 24291, 60, 138.87, 35
2026/07/30 14:42:09.689, 24291, 64, 136.11, 36
2026/07/30 14:42:11.689, 24291, 65, 153.66, 36
2026/07/30 14:42:13.689, 24291, 64, 161.50, 36
2026/07/30 14:42:15.690, 24291, 65, 164.59, 36
2026/07/30 14:42:17.690, 24291, 58, 157.79, 36
2026/07/30 14:42:19.690, 24291, 58, 158.13, 36
2026/07/30 14:42:21.691, 24291, 58, 161.17, 36
2026/07/30 14:42:23.691, 24291, 58, 149.18, 37
2026/07/30 14:42:25.691, 24291, 58, 137.98, 37
2026/07/30 14:42:27.692, 24291, 58, 138.60, 37
